Gene,Fusion
CACNA1D,3979
FRMD4B,3979
DCAF12,4233
LINC00636,3979
LUC7L,5049
EAPP,6514
ENTPD1-AS1,2967
SDK1,12397
TFAP2A,3150
AC116035.1,3979
CEACAM16,8481
CDK17,7911
CFAP54,7911
LSM12,10750
AC091177.1,10750
ALDH1B1,4233
MKL2,5049
CCDC157,3475
LINC01224,8481
SAR1B,3555
FAM227A,3475
ZDHHC17,7911
PPP1R14A,8481
DPF1,8481
TCTA,3979
SRP54-AS1,6514
HAX1,14499
ANO7,9803
REM2,6514
MELK,4233
LIMS1,9803
DGUOK-AS1,9803
ALG9,9113
DLEU7,1058
CECR7,3475
KCNH1,14499
KIDINS220,9803
CERS2,14499
KHDC3L,3150
BZRAP1-AS1,10750
UBE2J1,3150
TMEM169,9803
CPNE7,5049
GRAMD1B,9113
MYO15B,10750
RPS13,9113
PLEKHA7,9113
SSSCA1-AS1,9113
ERP44,4233
ADAD1,2237
RPL22,14499
GABARAPL1,7911
KLRD1,7911
TBX2,10750
TMEM150C,2237
ZFAND6,8400
FAH,8400
REXO2,9113
AMIGO2,7911
DYSF,9803
MESDC2,8400
RCAN1,1907
CHMP3,9803
EDIL3,3555
EIF2B5,3979
JAK1,14499
JMJD8,5049
MTHFD1,6514
PIGS,10750
SYNE1,3150
RBM15B,3979
TOP2A,10750
SIRPA,2888
LRRC37A5P,4233
BEST2,8481
RNF4,2237
DCUN1D3,5049
RNF138,1207
KATNBL1,8400
C8ORF88,5194
CTDSPL2,8400
ECI1,5049
LRRC28,8400
IQCH,8400
MCTP2,8400
MTMR10,8400
TRPM1,8400
U91319.1,5049
HYI,14499
FEM1C,3555
CCDC112,3555
CHORDC1,9113
IQCK,5049
PNRC2,14499
ALPPL2,9803
BTBD8,14499
GRAP2,3475
GPR180,1058
GPC6,1058
PTPRH,8481
POF1B,3226
NFX1,4233
DNMBP,2967
CRTAC1,2967
POC5,3555
COL4A3BP,3555
KCTD21,9113
BNIP2,8400
GTF2A2,8400
CPSF4,12397
RBM5,3979
ASB1,9803
COL4A6,3226
PRDX4,3226
HSPB6,8481
AGGF1,3555
ZBED3-AS1,3555
MEA1,3150
EMILIN1,9803
PERP,3150
PP12613,2237
EXOSC9,2237
SSTR1,6514
SYNGAP1,3150
PRDM7,5049
TRAF3IP2,3150
SMAD7,1207
SH3BP4,9803
AC093838.4,9803
KIAA1549,12397
MBL3P,2967
PVRL3,3979
CD96,3979
PNPLA8,12397
AP4S1,6514
DPY19L1,12397
MCF2L2,3979
LAMP3,3979
RPS6KA5,6514
AC005355.1,3555
PPP3R1,9803
GNPDA2,2237
YIPF7,2237
CEP97,3979
ENC1,3555
KIAA0319,3150
TRAF4,10750
NDUFB10,5049
AC141586.5,5049
AP2S1,8481
TNKS,5194
AP1G1,5049
ZNF821,5049
BRD1,3475
CCDC97,8481
ACP6,14499
AKR1C7P,2967
DSE,3150
NT5DC1,3150
AC016723.4,9803
PLGRKT,4233
AP000289.6,1907
SS18L1,2888
LSM14B,2888
SMTNL1,9113
KRT4,7911
N4BP2L1,1058
KRT8P14,3226
ZNF770,8400
AQR,8400
UNC13B,4233
EIF4G3,14499
ZNF518A,2967
SRXN1,2888
RPS4Y1,70
TCEAL4,3226
TCEAL1,3226
PHLDA2,9113
MLLT4,3150
Z69720.2,5049
UQCR11,8481
NACA,7911
TMCO6,3555
ZSCAN22,8481
GALNT16,6514
CKMT2-AS1,3555
AC108051.1,9803
S1PR2,8481
LINC01578,8400
MYO3A,2967
PKD2L1,2967
DYNLT1,3150
SYN3,3475
HSBP1L1,1207
TAPT1,2237
BDP1,3555
NKIRAS2,10750
RBFOX3,10750
JAKMIP2,3555
DOK4,5049
PRKCA,10750
ICAM1,8481
CFLAR,9803
MRPS16,2967
PIP5KL1,4233
ST6GALNAC4,4233
NELFE,3150
TAZ,3226
CTNS,10750
EMC6,10750
RUVBL1-AS1,3979
ZNF281,14499
LINC00862,14499
SZT2,14499
HYI-AS1,14499
UFSP2,2237
LRP2BP,2237
PSMB1,3150
LINC00937,7911
POLR2J3,12397
AC004951.6,12397
RPAP1,8400
LTK,8400
TTC21B,9803
AC009495.4,9803
FUOM,2967
CALY,2967
MYLK3,5049
PARP11,7911
SAPCD2,4233
UBR5-AS1,5194
KB-431C1.5,5194
TCFL5,2888
HMGCS1,3555
ZNF717,3979
RPL23AP49,3979
EXOC7,10750
LIN54,2237
FAM161A,9803
NPRL2,3979
FADD,9113
VPRBP,3979
SELL,14499
AC074286.1,9803
PTCH2,14499
SLC4A1AP,9803
PLA2G16,9113
KCNK2,14499
LINC01052,1058
EML2,8481
JUNB,8481
NUP93,5049
PUS1,7911
STX17,4233
CMTM4,5049
CPPED1,5049
FTO,5049
RBFOX1,5049
ANKRD20A19P,1058
PPP4R1,1207
PRR16,3555
CDC25C,3555
ABCC8,9113
BTBD7,6514
UBR7,6514
CEP126,9113
ARNTL,9113
PAX6,9113
CITED2,3150
CCDC84,9113
PRDM14,5194
ETV5-AS1,3979
CRACR2A,7911
CLHC1,9803
GTF2F1,8481
HPS1,2967
THEMIS2,14499
ZSCAN29,8400
ATIC,9803
PGAP1,9803
DHX29,3555
GFER,5049
SYNGR3,5049
RPS2,5049
NTHL1,5049
LINC01128,14499
PLA2G2D,14499
OBSCN,14499
SIRT3,9113
MEGF9,4233
PLEKHF2,5194
SLC28A1,8400
FBF1,10750
NCS1,4233
TIMM17B,3226
CLPSL1,3150
LHFPL5,3150
LINC01420,3226
LRSAM1,4233
GARNL3,4233
SLC9A2,9803
IL1RL2,9803
ASB7,8400
CHRNG,9803
FXYD7,8481
FRMD6,6514
SLIT1,2967
IFNG-AS1,7911
ARNT2,8400
C10ORF71,2967
SNAI2,5194
AC084809.2,10750
PPIL3,9803
XIAP,3226
SEC11C,1207
SMC3,2967
TLK1,9803
PPM1F,3475
BRINP3,14499
SVOP,7911
ADCY1,12397
PIAS1,8400
TMEM50A,14499
POLR2K,5194
NGDN,6514
THTPA,6514
APPBP2,10750
LINC01441,2888
C16ORF45,5049
RP11-1021N1.1,5049
KIAA1024L,3555
SART3,7911
TEX14,10750
UBE2V1,2888
TBX2-AS1,10750
PTGFRN,14499
IQCG,3979
LACTB,8400
BBS1,9113
TESC-AS1,7911
ZZZ3,14499
LINC01358,14499
CEACAMP10,8481
SH2B3,7911
FRMD4A,2967
CDKN2B,4233
PRR13,7911
CRH,5194
PENK,5194
PTPN3,4233
MRPL49,9113
FAM134B,3555
ODC1,9803
PHKG2,5049
ALDH3B1,9113
OAS1,7911
TRIM26,3150
TRAPPC10,1907
SUPT16H,6514
WIPF1,9803
PTPRC,14499
AP000266.7,1907
HCN2,8481
MBNL3,3226
MIDN,8481
PLPP3,14499
ITGA7,7911
PTX3,3979
IFT81,7911
SLC47A1,10750
KIAA0368,4233
TMEM212,3979
BANP,5049
WNT4,14499
PLD1,3979
NXPE3,3979
ABI3BP,3979
TRMT112,9113
PRDX5,9113
ABCB10,14499
NOP14-AS1,2237
AGMAT,14499
SLC12A8,3979
EXTL1,14499
ANAPC13,3979
VIT,9803
RYBP,3979
GNPDA1,3555
SEC23A,6514
NUDT13,2967
DERL2,10750
ASCL1,7911
DCST1,14499
ZNF184,3150
PPP2R5D,3150
NEMF,6514
SOS2,6514
RALB,9803
LMTK2,12397
GMEB2,2888
DARS,9803
HCFC2,7911
DUOXA1,8400
DUOX2,8400
CROT,12397
CD9,7911
CLDN10-AS1,1058
HOXD11,9803
LINC01206,3979
SBF2-AS1,9113
CEP135,2237
GCLC,3150
VSTM2A,12397
MTMR4,10750
HCN1,3555
MYH15,3979
HHLA2,3979
MIB2,14499
MLYCD,5049
CDC42EP3,9803
LINC01381,9803
PDGFD,9113
RHBDF1,5049
DDC-AS1,12397
ZNF433,8481
ZNF20,8481
FAM177A1,6514
GLTSCR1L,3150
USP13,3979
NUTF2,5049
EPHA6,3979
LRRC56,9113
DBET,2237
GCDH,8481
TESC,7911
FBXO21,7911
C1ORF56,14499
SETDB1,14499
ADCY9,5049
CARD19,4233
ARMC8,3979
CPNE4,3979
B3GALNT2,14499
LINC01500,6514
DAAM1,6514
FAM73A,14499
KRBOX1-AS1,3979
CYP2T1P,8481
RRP36,3150
ITGA2B,10750
ATG4A,3226
TTC1,3555
SRD5A1,3555
PLK4,2237
AC004448.5,10750
FRG1HP,4233
KIFC1,3150
ZNF208,8481
AP001172.2,1907
MIR99AHG,1907
SEPT12,5049
ZNF625,8481
ZNF625-ZNF20,8481
DOCK8,4233
RFX3-AS1,4233
HPSE2,2967
GABRB2,3555
GYPE,2237
ZNF347,8481
ZNF702P,8481
IL16,8400
TMC3-AS1,8400
AF165138.7,1907
CASC4,8400
CUL4A,1058
PCID2,1058
ALDH3A2,10750
RNF103,9803
CD8A,9803
CNGA1,2237
TXK,2237
RNF103-CHMP3,9803
SPINK6,3555
ELAVL4,14499
NUDT2,4233
AP3B1,3555
FTSJ2,12397
MAGEA4,3226
IP6K1,3979
GTSE1,3475
CCT7,9803
NDUFB1,6514
ESRP2,5049
ZNHIT6,14499
IGHA2,6514
TREML2,3150
LDLRAP1,14499
NPAT,9113
DPP7,4233
IDH3G,3226
AC074289.1,9803
ATHL1,9113
VARS,3150
IGLV2-11,3475
RALGDS,4233
AC011625.1,12397
C7ORF77,12397
GPR37,12397
DLK1,6514
CHRNA3,8400
PHOX2A,9113
SURF1,4233
MED22,4233
TMOD1,4233
NCBP1,4233
CHRNA5,8400
CENPH,3555
ZDHHC14,3150
TGFBR3,14499
CRLS1,2888
ANLN,12397
CHMP5,4233
ZNF827,2237
FAT4,2237
SNX29P2,5049
AC004623.3,8481
TIMM10,9113
SLC43A1,9113
MLC1,3475
AMER1,3226
MAK16,5194
ZGPAT,2888
MPG,5049
TOX2,2888
VRK3,8481
RAI14,3555
RIN2,2888
FAM193A,2237
ETFDH,2237
OAS3,7911
USP6NL,2967
ZNF321P,8481
ZNF888,8481
SLC8A3,6514
CH17-174L20.1,5194
AC133633.2,5194
KLF12,1058
CENPK,3555
AC112198.1,3555
AC016738.4,9803
FGD5,3979
RGL3,8481
ECSIT,8481
SYT12,9113
CPD,10750
AC109826.1,9803
GLS2,7911
GON4L,14499
COL26A1,12397
CDC42,14499
CELA3A,14499
MKNK1,14499
DNAJC28,1907
PEX1,12397
MEPE,2237
FHL2,9803
THAP8,8481
PDLIM4,3555
DMRT1,4233
NME5,3555
TMEM163,9803
BMPR1B,2237
DUX4L37,2888
DUX4L26,3979
PLGLB1,9803
GTF3C6,3150
SH3BP5-AS1,3979
ZBTB3,9113
THUMPD2,9803
LRP4-AS1,9113
UBA3,3979
UCK1,4233
MED27,4233
LCMT1-AS1,5049
CLUL1,1207
CLPTM1L,3555
GLUL,14499
OSBPL1A,1207
ROCK1,1207
DDX52,10750
IL1RAPL2,3226
NRK,3226
COLQ,3979
CCDC79,5049
CDC20,14499
CAMK2B,12397
CDKL1,6514
SHISA9,5049
PFN4,9803
BAHCC1,10750
XCR1,3979
AP000345.1,3475
GOLPH3,3555
DNAI2,10750
SRPR,9113
ZNF579,8481
BP-21264C1.2,1907
CYB5D2,10750
KRT15,10750
EIF4A3,10750
CCDC71L,12397
MOGAT3,12397
NAGK,9803
SH3D21,14499
RMND1,3150
AC072062.1,9803
WDFY1,9803
AC072062.3,9803
SP100,9803
RIN3,6514
ETV2,8481
MAP3K10,8481
C5AR1,8481
HAND2,2237
RPL19,10750
EPHA5,2237
IL10RA,9113
CABP7,3475
FSHR,9803
SC5D,9113
LINC00161,1907
LINC00240,3150
STARD4-AS1,3555
C10ORF91,2967
GLRA3,2237
SOX7,5194
SERPINB5,1207
VAMP1,7911
SYNE3,6514
PHF20L1,5194
FOXA1,6514
BRWD1,1907
VPS16,2888
STRADB,9803
ITSN1,1907
ATXN7L1,12397
CNST,14499
HARBI1,9113
RUVBL2,8481
FAM212A,3979
COX8A,9113
BNIP3L,5194
HSPB7,14499
USP24,14499
ITGA6,9803
AC104088.1,9803
TADA2A,10750
TRIM40,3150
C21ORF62-AS1,1907
ARHGEF26-AS1,3979
DBNDD2,2888
ULK4,3979
AC005262.3,8481
SNX19,9113
LINC01153,2967
ILKAP,9803
PI15,5194
H2AFZ,2237
ZNF542P,8481
CYP1A1,8400
COQ3,3150
FRA10AC1,2967
PRODH2,8481
GNAI1,12397
RAB17,9803
DOCK10,9803
AC016717.1,9803
AC016831.7,12397
CPA5,12397
MTERF1,12397
SGCE,12397
TMUB2,10750
SETX,4233
CSDC2,3475
EVI5L,8481
ITGA5,7911
SOCS3,10750
TMEM30A,3150
TADA2B,2237
RAB30,9113
SUCLG2,3979
CX3CR1,3979
OPN3,14499
PGGT1B,3555
TRIM36,3555
ST6GALNAC2,10750
ETV7,3150
EBAG9,5194
IGKV4-1,9803
C7ORF72,12397
TMEM18,9803
DLEC1,3979
CNOT11,9803
DYNC1I2,9803
ETF1,3555
ARF6,6514
PCED1B,7911
STX3,9113
RASSF6,2237
SOD1,1907
ACADM,14499
RABGGTB,14499
XXBAC-BPG252P9.10,3150
GIMAP3P,12397
GIMAP1-GIMAP5,12397
TSPO2,3150
APOBEC2,3150
RAB3IL1,9113
SLC4A1,10750
LYPLA1,5194
VWF,7911
C18ORF8,1207
RAMP1,9803
NDP,3226
RPL13AP23,7911
TARBP1,14499
TRIM56,12397
ORAOV1,9113
PLS3,3226
AC017101.10,9803
OR7E47P,7911
STAT5A,10750
GALNT8,7911
PRMT8,7911
CCDC89,9113
CREBZF,9113
AC073316.2,12397
RNF186,14499
MAST1,8481
ZNF791,8481
MC2R,1207
CIB2,8400
TBC1D2B,8400
TNFAIP8L1,8481
IGHV7-81,6514
ERLEC1,9803
CTSLP2,2967
OPTN,2967
MCM10,2967
SLC25A19,10750
GINM1,3150
AK9,3150
HIST1H2BE,3150
NEMP1,7911
MYO1A,7911
KLHL12,14499
RABIF,14499
MAP2K1,8400
ZBTB5,4233
TOPORS,4233
GPBP1L1,14499
IPP,14499
AC006159.4,12397
LINGO1,8400
LIN7C,9113
TSTA3,5194
AC015922.5,10750
LINC01116,9803
MGAM,12397
IDH1,9803
SLC25A1,3475
CBR3-AS1,1907
LACTB2,5194
TNRC6A,5049
FZD7,9803
AC005562.1,10750
LRRC37BP1,10750
MARCKS,3150
TNS2,7911
TRIM2,2237
RAB1A,9803
ALAD,4233
CAPN5,9113
FASTKD5,2888
SYNDIG1,2888
IL1B,9803
SH3PXD2B,3555
TAB2,3150
ITGA2,3555
UBOX5,2888
PCDHGB9P,3555
ZC3H13,1058
DZIP1,1058
PPP5D1,8481
CDC40,3150
AC006116.12,8481
ACHE,12397
PRPS2,3226
TLR7,3226
CSPG4,8400
CLIC1,3150
STRA6,8400
OOSP2,9113
MS4A3,9113
KRT10,10750
AP000275.65,1907
C21ORF59,1907
ATP5J,1907
ZNF529,8481
LRMP,7911
AC108142.1,2237
LINC00290,2237
GTF2F2,1058
SPPL2B,8481
SMIM23,3555
ZNF720,5049
CPT1C,8481
TMEM171,3555
PKN2,14499
NOL10,9803
CXCR5,9113
MYD88,3979
EFNB1,3226
SMAGP,7911
ALG12,3475
LINC01141,14499
STXBP6,6514
TTLL8,3475
IL17REL,3475
SSBP1,12397
PLIN1,8400
ATP2B1,7911
POC1B-GALNT4,7911
THEMIS,3150
RFFL,10750
STAG1,3979
AC009961.3,9803
WDSUB1,9803
KRT43P,10750
RYK,3979
KCNMB3,3979
TYW1B,12397
ZIC4,3979
CAPN13,9803
LCLAT1,9803
METAP2,7911
SLC39A7,3150
TM2D1,14499
CYP51A1,12397
LRRD1,12397
ABHD14B,3979
MEIS2,8400
C15ORF41,8400
CSTA,3979
SEC22A,3979
GMPS,3979
INSIG1,12397
FAU,9113
AC104534.3,8481
INAFM2,8400
ZFP28,8481
POSTN,1058
CCDC50,3979
MAFK,12397
TMEM8A,5049
ADAM23,9803
CMAS,7911
CACNG2,3475
FAM131A,3979
NDUFB9,5194
PHGDH,14499
SF3A3,14499
GNL2,14499
PID1,9803
LRRC37A4P,10750
TAGLN3,3979
RAB35,7911
HOXD8,9803
SLCO2B1,9113
HOXD10,9803
HK3,3555
ARL6IP5,3979
TSPAN7,3226
NME6,3979
ELMOD3,9803
DLGAP5,6514
ACAD10,7911
GATM,8400
CXCL5,2237
TEAD3,3150
GPS2,10750
CYP2C19,2967
GRK1,1058
PDE6C,2967
DDX59,14499
ARTN,14499
IPO13,14499
FAM96A,8400
SPIRE1,1207
ZFAND4,2967
MEGF11,8400
SPATA3,9803
UGT1A13P,9803
PARK7,14499
AMMECR1,3226
ACVR2A,9803
PCDHA1,3555
PCDHA11,3555
PCDHA12,3555
PCDHA13,3555
PCDHA2,3555
PCDHA3,3555
PCDHA4,3555
PCDHA5,3555
PCDHA6,3555
PCDHA7,3555
PCDHA8,3555
PCDHA9,3555
BRMS1,9113
GADD45B,8481
CLMN,6514
RAB34,10750
LGALS3,6514
MAPK1IP1L,6514
SEC23B,2888
COX11,10750
ARHGAP31,3979
PRRT1,3150
SAMD10,2888
WDR55,3555
GSTO1,2967
RNF8,3150
FER1L4,2888
MYO7B,9803
FDXR,10750
ZNF100,8481
PCBD2,3555
MTPAP,2967
KIAA1462,2967
COX5A,8400
ZFP91,9113
CLPB,9113
ZFP91-CNTF,9113
SNRPB2,2888
C2CD4D,14499
WNT11,9113
IL34,5049
CCL17,5049
C16ORF52,5049
PALB2,5049
DBF4B,10750
PAFAH1B1,10750
FUK,5049
SLC6A2,5049
PMFBP1,5049
RADIL,12397
NDUFAB1,5049
BEND2,3226
USP31,5049
AC093627.9,12397
ITGA8,2967
SMDT1,3475
GRAMD3,3555
CD274,4233
POLQ,3979
PTOV1,8481
CHCHD1,2967
FCER2,8481
SMCO4,9113
MS4A12,9113
THOC1,1207
FRK,3150
C16ORF96,5049
RBM4B,9113
NT5DC3,7911
TTC41P,7911
PLAUR,8481
SPINT1,8400
FYN,3150
KRT18P65,3150
WNT7A,3979
UBP1,3979
TRANK1,3979
NEK10,3979
CAPN7,3979
SATB1-AS1,3979
SCN10A,3979
DNAJC16,14499
MOBP,3979
ZNF385D-AS2,3979
CMTM6,3979
GRM7,3979
CDKL5,3226
AP000442.4,9113
AC007246.3,9803
ASMTL-AS1,3226
MS4A4E,9113
MS4A6A,9113
PRSS45,3979
VPS26B,9113
JAM3,9113
WEE2,12397
CCNC,3150
SERPINA12,6514
HEATR5A,6514
VPS11,9113
HMBS,9113
HMOX2,5049
SLC16A1,14499
OR5B12,9113
TMEM134,9113
CABP4,9113
KRT8P2,6514
SMAD2,1207
AP1S3,9803
CALCB,9113
FBXO7,3475
INTS3,14499
PIK3R4,3979
FIRRE,3226
EMB,3555
SLC8A1-AS1,9803
TTC38,3475
GALK1,10750
TUBGCP5,8400
ZNF736,12397
CACNA1G,10750
DARS2,14499
SNURF,8400
H3F3A,14499
FSTL3,8481
KLF10,5194
PDHA1,3226
HCN3,14499
PGD,14499
PTHLH,7911
SLC25A46,3555
SGK1,3150
BUD31,12397
SKIV2L2,3555
FAM159B,3555
STUB1,5049
BCL7C,5049
TADA3,3979
TEX261,9803
C7ORF57,12397
ZNF638,9803
MYLK2,2888
ZNF713,12397
PRSS2,12397
NDUFS7,8481
PRICKLE4,3150
TOMM6,3150
C5ORF22,3555
SLC12A7,3555
C2ORF80,9803
APOL6,3475
NECAP1,7911
CLEC4A,7911
B3GNT7,9803
SETD1A,5049
PSMF1,2888
C20ORF202,2888
CYP3A7,12397
CYP3A7-CYP3A51P,12397
FOXN4,7911
CALR4P,14499
BSPRY,4233
BARX2,9113
ZC3HAV1L,12397
KLRG2,12397
TATDN2,3979
IRAK2,3979
FUZ,8481
CCSAP,14499
FGF22,8481
CDC34,8481
LINC00562,1058
RBM34,14499
CCDC63,7911
DCAF4L2,5194
UNC50,9803
YIPF6,3226
KCNN2,3555
TRAF3IP2-AS1,3150
FABP7,3150
HSF5,10750
CEP290,7911
C12ORF50,7911
MXD3,3555
AC016700.5,9803
MUC19,7911
LRRK2,7911
C12ORF73,7911
TDG,7911
LRRC53,14499
PROK1,14499
AC006159.5,12397
PDE5A,2237
NDNF,2237
RDH10,5194
RDH10-AS1,5194
GNB2,12397
AC002398.12,8481
EXOSC5,8481
HAS2,5194
MRPL35,9803
PEX11B,14499
UTP15,3555
IKBKAP,4233
VPS33A,7911
DTNB,9803
PLCE1,2967
TECPR1,12397
OCM2,12397
ZMAT4,5194
FLJ42102,9113
OR7E11P,9113
PLEKHB1,9113
LINC00993,2967
VN1R53P,2967
EFR3A,5194
ATP8A2P1,2967
TMEM161BP1,2967
CYP4F3,8481
FGFR1OP2,7911
RASSF8-AS1,7911
SLC38A11,9803
KCNH7,9803
TRHDE-AS1,7911
APOA1BP,14499
HAPLN2,14499
ZNF341-AS1,2888
TTLL9,2888
CES1,5049
FFAR2,8481
HAP1,10750
LMNTD1,7911
LFNG,12397
OTOA,5049
C17ORF78,10750
OCEL1,8481
OR7E158P,5194
CPB2-AS1,1058
CDH18,3555
PYROXD2,2967
ZBTB26,4233
PLCG2,5049
AP000350.10,3475
LINC00693,3979
PSMA3-AS1,6514
SIRT1,2967
MYPN,2967
USH1C,9113
ZBED5,9113
ALDH4A1,14499
MRPL40,3475
RANBP10,5049
ACD,5049
YME1L1,2967
TAF1A-AS1,14499
MIA3,14499
LINC00868,10750
BMX,3226
C17ORF82,10750
TBX4,10750
TECTB,2967
TRPV1,10750
CHIC2,2237
EVC2,2237
EQTN,4233
SRP72,2237
PCSK2,2888
TUT1,9113
CATSPER1,9113
GALNT9,7911
MTA2,9113
C12ORF76,7911
RRAGD,3150
LINC01422,3475
LINC01234,7911
STXBP5L,3979
COX7A2L,9803
MAP4K3,9803
POLR1C,3150
RSPH9,3150
C7ORF55,12397
CADM2,3979
SEL1L2,2888
ANKS4B,5049
C4BPA,14499
C4BPB,14499
WTAPP1,9113
C11ORF70,9113
RPH3AL,10750
TENM1,3226
PIGQ,5049
LA16C-407A10.3,5049
TTF2,14499
FAM76A,14499
DDC,12397
MEMO1,9803
KCNB1,2888
LINC01111,5194
TNFRSF4,14499
PAGR1,5049
AC009133.23,5049
LRIG3,7911
QPCTL,8481
CATSPERB,6514
DNAH7,9803
PAQR9-AS1,3979
PRR14,5049
U2SURP,3979
CRYBB1,3475
NSDHL,3226
PODXL,12397
OLMALINC,2967
PP7080,3555
DTYMK,9803
AC008592.7,3555
SPATA5L1,8400
C15ORF48,8400
AS3MT,2967
BORCS7-ASMT,2967
SLC5A10,10750
DUSP10,14499
FAM213A,2967
PRKD1,6514
HAT1,9803
DLX2-AS1,9803
GLYAT,9113
LTA4H,7911
MON1B,5049
ACSL3,9803
LINC01569,5049
DLX2,9803
BCL10,14499
EPM2A,3150
LINC00353,1058
LINC01040,1058
AVEN,8400
NEIL2,5194
TFEC,12397
STAG2,3226
GCM1,3150
AKAP10,10750
DPY19L3,8481
SUPT7L,9803
MED31,10750
TTC28-AS1,3475
UNC79,6514
KIAA0753,10750
SH3RF1,2237
CBR4,2237
MAL2,5194
SLC38A9,3555
EMD,3226
ASB8,7911
CPTP,14499
SCRIB,5194
FAM83E,8481
C17ORF53,10750
RABEP1,10750
TGFA,9803
ADD2,9803
C2ORF48,9803
GATA2,3979
NECAB1,5194
MED30,5194
CA8,5194
DDX55,7911
DNAH10,7911
IGLC7,3475
TCTN2,7911
SPESP1,8400
AC107218.3,9803
DUXAP9,6514
NBEAP3,3475
RIMS1,3150
C14ORF37,6514
MAPK11,3475
MIRLET7BHG,3475
MAPKAPK5,7911
NT5M,10750
DDI2,14499
FAXDC2,3555
BTNL9,3555
SLCO1B3,7911
ADGRA1,2967
ASTN1,14499
CADPS,3979
PTPRG-AS1,3979
PROX1,14499
GRM4,3150
RPS10-NUDT3,3150
N6AMT2,1058
ARID3B,8400
MAPK10,2237
HAPLN1,3555
NFASC,14499
SHOX2,3979
SATB1,3979
DCX,3226
SCN8A,7911
PM20D2,3150
BTBD9,3150
SRGAP2,14499
KCNJ5,9113
PLXNA2,14499
C10ORF10,2967
TMEM72-AS1,2967
CDK18,14499
LMX1B,4233
ZEB1,2967
RSU1,2967
C1QL3,2967
ZNF316,12397
G0S2,14499
EZH1,10750
EVA1A,9803
AMT,3979
TRIM23,3555
AC003002.6,8481
MLPH,9803
SYT16,6514
HOOK2,8481
ACTN3,9113
INSRR,14499
STRA13,10750
NECAP2,14499
ERC2,3979
ADCY6,7911
MTFMT,8400
RASL12,8400
IL1R1,9803
LINC00861,5194
NOS2,10750
LYPD4,8481
MTBP,5194
CFAP52,10750
XXBAC-B33L19.12,3475
EXOSC1,2967
WDR25,6514
FAM71D,6514
AC093818.1,9803
HEATR9,10750
ZNF175,8481
AC018755.16,8481
SLC26A9,14499
LINC00926,8400
LAS1L,3226
RNF6,1058
ATP8A2P3,1058
RHBDD1,9803
PRDX6,14499
IGLV3-10,3475
SLC34A1,3555
AGR2,12397
MREG,9803
XXBAC-BPG308J9.3,3150
SLC39A8,2237
HMGN3,3150
NDST3,2237
USP53,2237
LIMS2,9803
ST5,9113
FABP1,9803
NUB1,12397
DPP4,9803
FLJ37453,14499
UQCRHL,14499
NABP1,9803
MDGA1,3150
TMEM107,10750
SERINC1,3150
HEIH,3555
ISM2,6514
NLRP2,8481
NTNG1,14499
NSRP1,10750
ATP5F1,14499
CDC123,2967
DHTKD1,2967
KIAA2012,9803
TOPORS-AS1,4233
AC010226.4,3555
INPP5E,4233
GABRE,3226
RHOV,8400
TMEM60,12397
KLHL7,12397
FKBP9P1,12397
ANKRD30BP2,1907
FAM69A,14499
AP000439.3,9113
HOTTIP,12397
FZD4,9113
GRK4,2237
AC131056.3,10750
CCL4L2,10750
ISL1,3555
PRC1-AS1,8400
PON2,12397
ANKRD13C,14499
AC012531.25,7911
CNIH4,14499
LAT,5049
METAP1,2237
NINJ1,4233
ID4,3150
SLC6A8,3226
FAM53C,3555
ANGPTL4,8481
GIT2,7911
ORAI1,7911
PTPN9,8400
DDIT3,7911
FAM101B,10750
PPP1R21,9803
STON1-GTF2A1L,9803
SNAPC2,8481
TM7SF2,9113
B3GNT5,3979
KLHL24,3979
TDRKH,14499
MRPL9,14499
FAM160B2,5194
MRPL38,10750
TTBK1,3150
CNIH2,9113
TMEM151A,9113
MAGOH,14499
RTKN,9803
C2ORF81,9803
TRIAP1,7911
CTDP1,1207
XPO5,3150
MTMR7,5194
SDHAP2,3979
MARCH9,7911
LINC01006,12397
C1ORF162,14499
CORO6,10750
GIT1,10750
BCL2L10,8400
PIANP,7911
PLPP6,4233
SRPK3,3226
MATN3,9803
C5ORF34,3555
CRYL1,1058
TPTE2,1058
GNB3,7911
HAUS3,2237
FECH,1207
UBE2I,5049
BCL2L12,8481
RASSF2,2888
ZNF865,8481
MFSD5,7911
FMN1,8400
EIF2B1,7911
POTEA,5194
MPHOSPH9,7911
IGHV2-5,6514
UNC13C,8400
TIPIN,8400
SH2B1,5049
ATP2A1,5049
IKBIP,7911
ACAA2,1207
ANO6,7911
CD55,14499
EML3,9113
MOCS1,3150
PMP22,10750
COL5A3,8481
FUCA2,3150
ITIH5,2967
SPEF1,2888
AC139887.4,2237
CS,7911
TPH2,7911
STK25,9803
TRHDE,7911
ADGRE5,8481
KLC4,3150
ZNF224,8481
EPB41L4B,4233
GORASP2,9803
CDADC1,1058
PTBP2,14499
MYSM1,14499
AC010883.5,9803
TRAPPC8,1207
DSC1,1207
HHIPL1,6514
LL22NC03-N95F10.1,3475
SLC26A4-AS1,12397
GPRC5B,5049
ZRANB2-AS2,14499
C5AR2,8481
PUM2,9803
KRT20,10750
RCN2,8400
DDX50,2967
AGPAT5,5194
MCPH1,5194
GEMIN2,6514
SEC22B,14499
SCUBE2,9113
KLK5,8481
CDH23,2967
LINC00483,10750
FBLN5,6514
TC2N,6514
